method,run,iteration,train_episode_returns
vpd_simhash,0.0,0.0,411.5690140845071
vpd_simhash,0.0,1.0,530.873417721519
vpd_simhash,0.0,2.0,600.3089171974523
vpd_simhash,0.0,3.0,742.3824561403509
vpd_simhash,0.0,4.0,953.9102040816326
vpd_simhash,0.0,5.0,1094.7368421052631
vpd_simhash,0.0,6.0,1147.7719298245613
vpd_simhash,0.0,7.0,1202.3607305936073
vpd_simhash,0.0,8.0,1403.282722513089
vpd_simhash,0.0,9.0,1518.89010989011
vpd_simhash,0.0,10.0,1478.979274611399
vpd_simhash,0.0,11.0,1652.1387283236995
vpd_simhash,0.0,12.0,1595.0718232044198
vpd_simhash,0.0,13.0,1905.2185430463576
vpd_simhash,0.0,14.0,1860.0949367088608
vpd_simhash,0.0,15.0,1946.6622516556288
vpd_simhash,0.0,16.0,1906.943037974684
vpd_simhash,0.0,17.0,1999.765100671141
vpd_simhash,0.0,18.0,2081.6153846153848
vpd_simhash,0.0,19.0,1985.8026315789475
vpd_simhash,0.0,20.0,2095.268965517241
vpd_simhash,0.0,21.0,2169.2127659574467
vpd_simhash,0.0,22.0,2134.4965034965035
vpd_simhash,0.0,23.0,2248.955555555556
vpd_simhash,0.0,24.0,2035.5131578947369
vpd_simhash,0.0,25.0,2178.027972027972
vpd_simhash,0.0,26.0,2167.72027972028
vpd_simhash,0.0,27.0,2306.320895522388
vpd_simhash,0.0,28.0,2241.9142857142856
vpd_simhash,0.0,29.0,2208.3120567375886
vpd_simhash,0.0,30.0,2265.5642857142857
vpd_simhash,0.0,31.0,2228.0709219858154
vpd_simhash,0.0,32.0,2485.968503937008
vpd_simhash,0.0,33.0,2304.43795620438
vpd_simhash,0.0,34.0,2335.289855072464
vpd_simhash,0.0,35.0,2478.1846153846154
vpd_simhash,0.0,36.0,2649.7355371900826
vpd_simhash,0.0,37.0,2301.5034965034965
vpd_simhash,0.0,38.0,2502.8
vpd_simhash,0.0,39.0,2615.896
vpd_simhash,0.0,40.0,2345.719424460432
vpd_simhash,0.0,41.0,2704.714285714286
vpd_simhash,0.0,42.0,2586.5873015873017
vpd_simhash,0.0,43.0,2381.4233576642337
vpd_simhash,0.0,44.0,2598.5590551181103
vpd_simhash,0.0,45.0,2430.9411764705883
vpd_simhash,0.0,46.0,2633.8809523809523
vpd_simhash,0.0,47.0,2664.456
vpd_simhash,0.0,48.0,2549.7786259541986
vpd_simhash,0.0,49.0,2930.9741379310344
vpd_simhash,0.0,50.0,2713.528455284553
vpd_simhash,0.0,51.0,2708.317073170732
vpd_simhash,0.0,52.0,2871.948275862069
vpd_simhash,0.0,53.0,2712.653225806452
vpd_simhash,0.0,54.0,2676.76
vpd_simhash,0.0,55.0,2799.314049586777
vpd_simhash,0.0,56.0,2672.4126984126983
vpd_simhash,0.0,57.0,2597.8195488721803
vpd_simhash,0.0,58.0,2798.471544715447
vpd_simhash,0.0,59.0,2741.983870967742
vpd_simhash,0.0,60.0,2604.9242424242425
vpd_simhash,0.0,61.0,2517.926470588235
vpd_simhash,0.0,62.0,2670.3255813953488
vpd_simhash,0.0,63.0,2713.432
vpd_simhash,0.0,64.0,2746.548387096774
vpd_simhash,0.0,65.0,2759.709677419354
vpd_simhash,0.0,66.0,2472.575539568345
vpd_simhash,0.0,67.0,2804.0975609756097
vpd_simhash,0.0,68.0,3005.7739130434784
vpd_simhash,0.0,69.0,2819.430894308943
vpd_simhash,0.0,70.0,2698.015625
vpd_simhash,0.0,71.0,3116.3125
vpd_simhash,0.0,72.0,3246.1296296296296
vpd_simhash,0.0,73.0,3069.1794871794878
vpd_simhash,0.0,74.0,3051.9478260869564
vpd_simhash,0.0,75.0,2926.454545454545
vpd_simhash,0.0,76.0,3346.2897196261683
vpd_simhash,0.0,77.0,2894.8629032258063
vpd_simhash,0.0,78.0,2901.9262295081967
vpd_simhash,0.0,79.0,3019.898305084746
vpd_simhash,0.0,80.0,2889.2295081967213
vpd_simhash,0.0,81.0,3213.288288288288
vpd_simhash,0.0,82.0,3110.7522123893805
vpd_simhash,0.0,83.0,2988.268907563025
vpd_simhash,0.0,84.0,2892.317073170732
vpd_simhash,0.0,85.0,3158.4690265486724
vpd_simhash,0.0,86.0,3076.052173913044
vpd_simhash,0.0,87.0,3147.5087719298244
vpd_simhash,0.0,88.0,3094.429824561404
vpd_simhash,0.0,89.0,2718.0151515151515
vpd_simhash,0.0,90.0,2998.252100840336
vpd_simhash,0.0,91.0,3136.844827586207
vpd_simhash,0.0,92.0,2954.7024793388427
vpd_simhash,0.0,93.0,3061.754237288136
vpd_simhash,0.0,94.0,2734.492424242424
vpd_simhash,0.0,95.0,3014.268907563025
vpd_simhash,0.0,96.0,2907.8360655737706
vpd_simhash,0.0,97.0,3123.808695652174
vpd_simhash,0.0,98.0,3420.196261682243
vpd_simhash,0.0,99.0,2887.0
vpd_simhash,1.0,0.0,399.9438202247191
vpd_simhash,1.0,1.0,516.5617283950618
vpd_simhash,1.0,2.0,583.7092651757189
vpd_simhash,1.0,3.0,691.6920529801324
vpd_simhash,1.0,4.0,823.0671378091873
vpd_simhash,1.0,5.0,1077.414847161572
vpd_simhash,1.0,6.0,1178.7351598173516
vpd_simhash,1.0,7.0,1216.1187214611873
vpd_simhash,1.0,8.0,1307.1560975609757
vpd_simhash,1.0,9.0,1504.8736263736264
vpd_simhash,1.0,10.0,1518.8756756756757
vpd_simhash,1.0,11.0,1473.989847715736
vpd_simhash,1.0,12.0,1744.5939393939393
vpd_simhash,1.0,13.0,1710.3313953488373
vpd_simhash,1.0,14.0,1736.4352941176471
vpd_simhash,1.0,15.0,1929.9025974025972
vpd_simhash,1.0,16.0,1891.9177215189875
vpd_simhash,1.0,17.0,2001.867549668874
vpd_simhash,1.0,18.0,2042.4333333333332
vpd_simhash,1.0,19.0,2049.9533333333334
vpd_simhash,1.0,20.0,2058.807947019868
vpd_simhash,1.0,21.0,2095.778523489933
vpd_simhash,1.0,22.0,1970.2125
vpd_simhash,1.0,23.0,2122.8456375838928
vpd_simhash,1.0,24.0,2196.284722222222
vpd_simhash,1.0,25.0,2104.9933774834435
vpd_simhash,1.0,26.0,2284.4397163120566
vpd_simhash,1.0,27.0,2177.824324324324
vpd_simhash,1.0,28.0,2300.4964028776976
vpd_simhash,1.0,29.0,2418.5777777777776
vpd_simhash,1.0,30.0,2177.9466666666667
vpd_simhash,1.0,31.0,2173.5333333333333
vpd_simhash,1.0,32.0,2384.978102189781
vpd_simhash,1.0,33.0,2275.3076923076924
vpd_simhash,1.0,34.0,2248.732876712329
vpd_simhash,1.0,35.0,2231.7619047619046
vpd_simhash,1.0,36.0,2351.611510791367
vpd_simhash,1.0,37.0,2361.244604316547
vpd_simhash,1.0,38.0,2423.5620437956204
vpd_simhash,1.0,39.0,2510.8939393939395
vpd_simhash,1.0,40.0,2460.866666666667
vpd_simhash,1.0,41.0,2438.686131386861
vpd_simhash,1.0,42.0,2490.503759398496
vpd_simhash,1.0,43.0,2468.7925925925924
vpd_simhash,1.0,44.0,2464.4926470588234
vpd_simhash,1.0,45.0,2737.959349593496
vpd_simhash,1.0,46.0,2647.7063492063494
vpd_simhash,1.0,47.0,2576.318181818182
vpd_simhash,1.0,48.0,2495.470588235294
vpd_simhash,1.0,49.0,2464.6014492753625
vpd_simhash,1.0,50.0,2751.6178861788617
vpd_simhash,1.0,51.0,2611.5968992248063
vpd_simhash,1.0,52.0,2535.60447761194
vpd_simhash,1.0,53.0,2694.734375
vpd_simhash,1.0,54.0,2685.6875
vpd_simhash,1.0,55.0,2750.576
vpd_simhash,1.0,56.0,2598.3533834586465
vpd_simhash,1.0,57.0,2647.0538461538463
vpd_simhash,1.0,58.0,2901.15
vpd_simhash,1.0,59.0,3134.089285714286
vpd_simhash,1.0,60.0,2945.5508474576272
vpd_simhash,1.0,61.0,2698.217054263566
vpd_simhash,1.0,62.0,2750.792
vpd_simhash,1.0,63.0,2948.3529411764707
vpd_simhash,1.0,64.0,2820.120967741936
vpd_simhash,1.0,65.0,2830.211382113821
vpd_simhash,1.0,66.0,2833.235772357724
vpd_simhash,1.0,67.0,2824.620967741936
vpd_simhash,1.0,68.0,2791.384
vpd_simhash,1.0,69.0,3096.452173913044
vpd_simhash,1.0,70.0,2721.1472868217056
vpd_simhash,1.0,71.0,2947.084033613445
vpd_simhash,1.0,72.0,2950.9
vpd_simhash,1.0,73.0,3063.043103448276
vpd_simhash,1.0,74.0,3011.1452991452998
vpd_simhash,1.0,75.0,3043.4741379310344
vpd_simhash,1.0,76.0,2836.5772357723577
vpd_simhash,1.0,77.0,2993.9579831932774
vpd_simhash,1.0,78.0,2758.875
vpd_simhash,1.0,79.0,2795.850393700787
vpd_simhash,1.0,80.0,2718.976923076923
vpd_simhash,1.0,81.0,3096.304347826087
vpd_simhash,1.0,82.0,2902.495867768595
vpd_simhash,1.0,83.0,3228.117117117117
vpd_simhash,1.0,84.0,2758.507692307692
vpd_simhash,1.0,85.0,2989.305785123967
vpd_simhash,1.0,86.0,2858.196850393701
vpd_simhash,1.0,87.0,3166.5
vpd_simhash,1.0,88.0,2772.2248062015506
vpd_simhash,1.0,89.0,2880.9126984126983
vpd_simhash,1.0,90.0,3097.8793103448274
vpd_simhash,1.0,91.0,3015.7438016528927
vpd_simhash,1.0,92.0,2930.731707317073
vpd_simhash,1.0,93.0,3229.535087719298
